과정,폐강여부,과목코드,강좌번호,개설과목,개설학과,중간강의점검여부,문의처,이수구분,학점,주야,분반,교차수강,성적평가,정원,1학년정원,2학년정원,3학년정원,"4,5학년정원",전체학년제한,전체학년정원,신청현황,담당교수 교번,담당교수명,A / B / C / D / E / F / G,학년,75분수업,원격수업,승인,강의구분,학점교류여부,강의시간,강의실,강의계획서,비고,(교양)대영역,(교양)소영역,공학인증,시수,전공이수체계
일반,,EENG2104,2025200769,마이크로프로세서,전기공학과,Y,0428211089,전필,3.0,주,01,Y,절대,38,0,0,0,0,38,38,38,20161007,정찬호,0/0/0/0/0/0/0,2,,,Y,이론실습,N,"수2,3,4,5",전기전자관(202),보기,,,,,4.0,기본전공
일반,,EENG2104,2025200770,마이크로프로세서,전기공학과,Y,0428211089,전필,3.0,주,02,Y,절대,38,0,0,0,0,38,38,38,20161007,정찬호,0/0/0/0/0/0/0,2,,,Y,이론실습,N,"수6,7,8,9",전기전자관(202),보기,,,,,4.0,기본전공
일반,,EENG2104,2025202315,마이크로프로세서,전기공학과,Y,0428211089,전필,3.0,주,03,Y,절대,38,0,0,0,0,38,38,32,20161007,정찬호,0/0/0/0/0/0/0,2,,,Y,이론실습,N,"수10,11,12,13",전기전자관(202),보기,,,,,4.0,기본전공
일반,,EENG2105,2025200772,신호및시스템,전기공학과,Y,0428211089,전필,3.0,주,02,Y,절대,100,0,0,0,0,100,100,75,20111007,강현일,0/0/0/0/0/0/0,2,,온,Y,이론,N,"수6,7,8",전기전자관(103),보기,수업-온라인/중간기말-대면,,,,3.0,기본전공
일반,,EENG2108,2025200767,전기자기학(2),전기공학과,Y,0428211089,전필,3.0,주,01,Y,절대,40,0,0,0,0,40,40,39,20091010,김기찬,0/0/0/0/0/0/0,2,,블,Y,이론,N,"월1,2,3",전기전자관(001),보기,,,,,3.0,기본전공
일반,,EENG2108,2025200768,전기자기학(2),전기공학과,Y,0428211089,전필,3.0,주,02,Y,절대,40,0,0,0,0,40,40,32,20091010,김기찬,0/0/0/0/0/0/0,2,,블,Y,이론,N,"월6,7,8",전기전자관(001),보기,,,,,3.0,기본전공
일반,,EENG2109,2025200775,전기전자회로실험,전기공학과,Y,0428211089,전필,2.0,주,01,Y,절대,22,0,0,0,0,22,22,22,20235020,유승철,0/0/0/0/0/0/0,2,,,Y,실습,N,"금1,2,3,4",전기전자관(307),보기,,,,,4.0,기본전공
일반,,EENG2109,2025200776,전기전자회로실험,전기공학과,Y,0428211089,전필,2.0,주,02,Y,절대,22,0,0,0,0,22,22,18,20235020,유승철,0/0/0/0/0/0/0,2,,,Y,실습,N,"금6,7,8,9",전기전자관(307),보기,,,,,4.0,기본전공
일반,,EENG2109,2025200777,전기전자회로실험,전기공학과,Y,0428211089,전필,2.0,주,03,Y,절대,22,0,0,0,0,22,22,22,20245080,김강민,0/0/0/0/0/0/0,2,,,Y,실습,N,"목10,11,12,13",전기전자관(307),보기,,,,,4.0,기본전공
일반,,EENG2110,2025200773,전자회로,전기공학과,Y,0428211089,전필,3.0,주,01,Y,상대,40,0,0,0,0,40,40,32,20031008,김윤현,0/0/0/0/0/0/0,2,,블,Y,이론,N,"월6,7,8",전기전자관(103),보기,,,,,3.0,기본전공
일반,,EENG2110,2025200774,전자회로,전기공학과,Y,0428211089,전필,3.0,주,02,Y,상대,40,0,0,0,0,40,40,38,20031008,김윤현,0/0/0/0/0/0/0,2,,블,Y,이론,N,"화6,7,8",전기전자관(002),보기,,,,,3.0,기본전공
일반,,GUID200002,2025200778,진로설계2(진로탐색과 자기계발),전기공학과,Y,0428211089,특필,1.0,주,01,Y,절대,38,0,0,0,0,38,38,35,20231019,김민아,0/0/0/0/0/0/0,2,,,Y,이론,N,화9,전기전자관(105),보기,타과생 수강불가(전기관련 진로설계),,,,1.0,
일반,,EENG2112,2025200765,회로이론(2),전기공학과,Y,0428211089,전필,3.0,주,01,Y,상대,40,0,0,0,0,40,40,34,20215053,강영환,0/0/0/0/0/0/0,2,,,Y,이론,N,"목1,2,3",전기전자관(002),보기,,,,,3.0,기본전공
일반,,EENG2112,2025200766,회로이론(2),전기공학과,Y,0428211089,전필,3.0,주,02,Y,상대,40,0,0,0,0,40,40,40,20215053,강영환,0/0/0/0/0/0/0,2,,,Y,이론,N,"목6,7,8",전기전자관(002),보기,,,,,3.0,기본전공
일반,,EENG3201,2025200823,반도체공학,전기공학과,Y,0428211089,심선,3.0,주,01,Y,상대,40,0,0,0,0,40,40,33,20071060,최원석,0/0/0/0/0/0/0,3,,블,Y,이론,N,"월1,2,3",전기전자관(002),보기,,,,,3.0,
일반,,EENG3201,2025200824,반도체공학,전기공학과,Y,0428211089,심선,3.0,주,02,Y,상대,40,0,0,0,0,40,40,40,20071060,최원석,0/0/0/0/0/0/0,3,,블,Y,이론,N,"월6,7,8",전기전자관(002),보기,,,,,3.0,
일반,,EENG3203,2025200783,송배전공학,전기공학과,Y,0428211089,심선,3.0,주,01,Y,절대,40,0,0,0,0,40,40,37,20251006,김현중,0/0/0/0/0/0/0,3,,,Y,이론,N,"수1,2,3",전기전자관(002),보기,,,,,3.0,
일반,,EENG3203,2025200784,송배전공학,전기공학과,Y,0428211089,심선,3.0,주,02,Y,절대,40,0,0,0,0,40,40,37,20251006,김현중,0/0/0/0/0/0/0,3,,,Y,이론,N,"수6,7,8",전기전자관(002),보기,,,,,3.0,
일반,,EENG3208,2025200779,전기기기(2),전기공학과,Y,0428211089,심선,3.0,주,01,Y,상대,40,0,0,0,0,40,40,40,20021004,이중호,0/0/0/0/0/0/0,3,,블,Y,이론,N,"월1,2,3",전기전자관(003),보기,,,,,3.0,
일반,,EENG3208,2025200780,전기기기(2),전기공학과,Y,0428211089,심선,3.0,주,02,Y,상대,60,0,0,0,0,60,60,50,20021004,이중호,0/0/0/0/0/0/0,3,,블,Y,이론,N,"화1,2,3",전기전자관(114),보기,,,,,3.0,
일반,,EENG3209,2025200785,전력변환응용,전기공학과,Y,0428211089,심선,3.0,주,01,Y,절대,40,0,0,0,0,40,40,32,20231019,김민아,0/0/0/0/0/0/0,3,,블,Y,이론,N,"수1,2,3",전기전자관(001),보기,,,,,3.0,
일반,,EENG3209,2025200786,전력변환응용,전기공학과,Y,0428211089,심선,3.0,주,02,Y,절대,40,0,0,0,0,40,40,27,20231019,김민아,0/0/0/0/0/0/0,3,,블,Y,이론,N,"수6,7,8",전기전자관(001),보기,,,,,3.0,
일반,,EENG3210,2025200826,전력전자및응용실험,전기공학과,Y,0428211089,심선,2.0,주,01,Y,절대,35,0,0,0,0,35,35,28,20111020,권정민,0/0/0/0/0/0/0,3,,,Y,실습,N,"화2,3,4,5",전기전자관(202),보기,,,,,4.0,
일반,,EENG3210,2025200827,전력전자및응용실험,전기공학과,Y,0428211089,심선,2.0,주,02,Y,절대,35,0,0,0,0,35,35,35,20111020,권정민,0/0/0/0/0/0/0,3,,,Y,실습,N,"화6,7,8,9",전기전자관(202),보기,,,,,4.0,
일반,,EENG3211,2025200781,제어시스템설계,전기공학과,Y,0428211089,심선,3.0,주,01,Y,상대,40,0,0,0,0,40,40,39,20254006,소상균,0/0/0/0/0/0/0,3,,,Y,이론,N,"목6,7,8",전기전자관(001),보기,,,,,3.0,
일반,,EENG3211,2025200782,제어시스템설계,전기공학과,Y,0428211089,심선,3.0,주,02,Y,상대,40,0,0,0,0,40,40,19,20254006,소상균,0/0/0/0/0/0/0,3,,,Y,이론,N,"금6,7,8",자동화관(202),보기,,,,,3.0,
일반,,GUID300002,2025200828,진로설계3(진로설정과 경력개발),전기공학과,Y,0428211089,특필,1.0,주,01,Y,절대,40,0,0,0,0,40,40,39,20111020,권정민,0/0/0/0/0/0/0,3,,,Y,이론,N,월9,전기전자관(202),보기,타과생 수강불가(전기관련 진로설계),,,,1.0,
일반,,EENG4205,2025200831,공학프로그래밍실험,전기공학과,Y,0428211089,심선,2.0,주,01,Y,절대,35,0,0,0,0,35,35,31,20225066,김은성,0/0/0/0/0/0/0,4,,,Y,실습,N,"수10,11,12,13",자동화관(204),보기,,,,,4.0,
일반,,STAR3001,2025200834,기업가정신과 창업,전기공학과,Y,0428211089,특필,1.0,주,01,Y,절대,40,0,0,0,0,40,40,34,20255029,오세구,0/0/0/0/0/0/0,4,,,Y,이론,N,화5,전기전자관(003),보기,타과생은 정정기간에 승인가능,,,,1.0,
일반,,EENG4211,2025200829,전기공학특론(2),전기공학과,Y,0428211089,심선,3.0,주,01,Y,절대,40,0,0,0,0,40,40,21,20255061,박근석,0/0/0/0/0/0/0,4,,,Y,이론,N,"금1,2,3",전기전자관(001),보기,,,,,3.0,
일반,,EENG4201,2025200830,전기차량시스템,전기공학과,Y,0428211089,심선,3.0,주,01,Y,절대,65,0,0,0,0,65,65,60,20091010,김기찬,0/0/0/0/0/0/0,4,,블,Y,이론,N,"목1,2,3",전기전자관(008),보기,,,,,3.0,
일반,,GUID400002,2025200833,진로설계4(취업전략과 실전취업),전기공학과,Y,0428211089,특필,1.0,주,01,Y,절대,38,0,0,0,0,38,38,31,20251006,김현중,0/0/0/0/0/0/0,4,,,Y,이론,N,수9,전기전자관(105),보기,타과생 수강불가(전기관련 진로설계),,,,1.0,
일반,,EENG4212,2025200835,캡스톤디자인(2),전기공학과,Y,0428211089,심필,3.0,주,01,Y,절대,10,0,0,0,0,10,10,10,"20021004,20031008","이중호,김윤현",0/0/0/0/0/0/0,4,,,Y,실습,N,"수1,2,3,수6,7,8","전기전자관(003),전기전자관(003)",보기,,,,,6.0,
일반,,EENG4212,2025200836,캡스톤디자인(2),전기공학과,Y,0428211089,심필,3.0,주,02,Y,절대,10,0,0,0,0,10,10,10,"20071060,20091010","최원석,김기찬",0/0/0/0/0/0/0,4,,,Y,실습,N,"토1,2,3,토4,5,6","전기전자관(001),전기전자관(001)",보기,,,,,6.0,
일반,,EENG4212,2025200837,캡스톤디자인(2),전기공학과,Y,0428211089,심필,3.0,주,03,Y,절대,11,0,0,0,0,11,11,11,"20091010,20111007","김기찬,강현일",0/0/0/0/0/0/0,4,,,Y,실습,N,"월10,11,12,목10,11,12","전기전자관(009),전기전자관(003)",보기,,,,,6.0,
일반,,EENG4212,2025200838,캡스톤디자인(2),전기공학과,Y,0428211089,심필,3.0,주,04,Y,절대,10,0,0,0,0,10,10,10,"20111020,20161007","권정민,정찬호",0/0/0/0/0/0/0,4,,,Y,실습,N,"화6,7,8,수6,7,8","전기전자관(009),전기전자관(003)",보기,,,,,6.0,
일반,,EENG4212,2025200839,캡스톤디자인(2),전기공학과,Y,0428211089,심필,3.0,주,05,Y,절대,12,0,0,0,0,12,12,12,"20231019,20251006","김민아,김현중",0/0/0/0/0/0/0,4,,,Y,실습,N,"화1,2,3,화6,7,8","전기전자관(009),전기전자관(105)",보기,,,,,6.0,
일반,,COME1101,2025200922,C/C++프로그래밍,컴퓨터공학과,Y,0428211141,전선,3.0,주,01,N,상대,38,30,0,0,0,8,8,38,20251020,우성필,0/0/0/0/0/0/0,1,,,,이론실습,Y,"월1,2,3,4",산업정보관(601),보기,컴퓨터공학과 신임교수 예정,,,,4.0,기본전공
일반,,COME1101,2025200923,C/C++프로그래밍,컴퓨터공학과,Y,0428211141,전선,3.0,주,02,N,상대,37,30,0,0,0,7,7,37,20251020,우성필,0/0/0/0/0/0/0,1,,,,이론실습,Y,"월6,7,8,9",산업정보관(601),보기,컴퓨터공학과 신임교수 예정,,,,4.0,기본전공
일반,,COME110004,2025200926,기초프로그래밍(융합자율대학),컴퓨터공학과,Y,0428211141,전선,3.0,주,01,N,상대,40,40,0,0,0,0,0,21,"20201204,20211001,20231008","장한얼,최창범,장수영",0/0/0/0/0/0/0,1,,,Y,이론실습,N,"수1,2,3,4",산업정보관(603),보기,,,,,4.0,기본전공
일반,,COME1102,2025200924,디지털회로 및 실험,컴퓨터공학과,Y,0428211141,전선,3.0,주,01,N,상대,70,64,2,2,2,0,0,68,20231008,장수영,0/0/0/0/0/0/0,1,,,,이론실습,Y,"목6,7,8,9",산업정보관(DH101),보기,,,,,4.0,기본전공
일반,,COME1103,2025200921,이산수학,컴퓨터공학과,Y,0428211141,전선,3.0,주,01,N,상대,70,64,2,2,2,0,0,65,20231008,장수영,0/0/0/0/0/0/0,1,,,,이론,Y,"목2,3,4",산업정보관(DH101),보기,,,,,3.0,기본전공
일반,,COME110005,2025200925,컴퓨터융합개론(융합자율대학),컴퓨터공학과,Y,0428211141,전선,3.0,주,01,N,상대,40,40,0,0,0,0,0,22,"20201204,20201026,20231007","장한얼,김태훈,이정",0/0/0/0/0/0/0,1,,,Y,이론실습,N,"수6,7,8,9",산업정보관(603),보기,,,,,4.0,기본전공
일반,,COME210015,2025200937,게임물리와 상호작용,컴퓨터공학과,Y,0428211141,전선,3.0,주,01,N,상대,42,0,30,5,5,2,2,41,20231007,이정,0/0/0/0/0/0/0,2,,,,이론실습,Y,"화1,2,3,4",자동화관(408),보기,,,,,4.0,기본전공
일반,,COME210015,2025200938,게임물리와 상호작용,컴퓨터공학과,Y,0428211141,전선,3.0,주,02,N,상대,42,0,30,5,5,2,2,41,20231007,이정,0/0/0/0/0/0/0,2,,,,이론실습,Y,"화6,7,8,9",자동화관(408),보기,,,,,4.0,기본전공
일반,,COME2112,2025200932,공학수학,컴퓨터공학과,Y,0428211141,전선,3.0,주,01,N,상대,80,0,75,3,2,0,0,58,20071062,황경호,0/0/0/0/0/0/0,2,,,,이론,Y,"수1,2,3",산업정보관(DH101),보기,,,,,3.0,기본전공
일반,,COME3103,2025200933,마이크로프로세서,컴퓨터공학과,Y,0428211141,전선,3.0,주,01,N,절대,27,0,23,1,1,2,2,27,20111023,이현빈,0/0/0/0/0/0/0,2,,,,이론실습,Y,"월1,2,3,4",산업정보관(418),보기,,,,,4.0,기본전공
일반,,COME3103,2025200934,마이크로프로세서,컴퓨터공학과,Y,0428211141,전선,3.0,주,02,N,절대,30,0,23,1,1,5,5,29,20111023,이현빈,0/0/0/0/0/0/0,2,,,,이론실습,Y,"월6,7,8,9",산업정보관(418),보기,,,,,4.0,기본전공
일반,,COME3105,2025200930,시스템프로그래밍,컴퓨터공학과,Y,0428211141,전선,3.0,주,01,N,절대,38,0,34,2,2,0,0,35,20211001,최창범,0/0/0/0/0/0/0,2,,,,이론실습,Y,"목1,2,3,4",산업정보관(601),보기,,,,,4.0,기본전공
일반,,COME3105,2025200931,시스템프로그래밍,컴퓨터공학과,Y,0428211141,전선,3.0,주,02,N,절대,38,0,34,2,2,0,0,33,20211001,최창범,0/0/0/0/0/0/0,2,,,,이론실습,Y,"목6,7,8,9",산업정보관(601),보기,,,,,4.0,기본전공
일반,,COME2106,2025200928,알고리즘,컴퓨터공학과,Y,0428211141,전선,3.0,주,01,N,상대,38,0,34,2,2,0,0,36,20201026,김태훈,0/0/0/0/0/0/0,2,,,,이론실습,Y,"목1,2,3,4",산업정보관(603),보기,,,,,4.0,기본전공
일반,,COME2106,2025200929,알고리즘,컴퓨터공학과,Y,0428211141,전선,3.0,주,02,N,상대,38,0,34,2,2,0,0,36,20201026,김태훈,0/0/0/0/0/0/0,2,,,,이론실습,Y,"목6,7,8,9",산업정보관(603),보기,,,,,4.0,기본전공
일반,,COME210014,2025200935,오픈소스SW프로그래밍,컴퓨터공학과,Y,0428211141,전선,3.0,주,01,N,절대,30,0,30,0,0,0,0,23,20241007,박천음,0/0/0/0/0/0/0,2,,,,이론실습,Y,"월1,2,3,4",산업정보관(616),보기,,,,,4.0,기본전공
일반,,COME210014,2025200936,오픈소스SW프로그래밍,컴퓨터공학과,Y,0428211141,전선,3.0,주,02,N,절대,30,0,30,0,0,0,0,23,20241007,박천음,0/0/0/0/0/0/0,2,,,,이론실습,Y,"월6,7,8,9",산업정보관(616),보기,,,,,4.0,기본전공
일반,,GUID200002,2025200927,진로설계2(진로탐색과 자기계발),컴퓨터공학과,Y,0428211141,특필,1.0,주,01,N,절대,40,0,38,1,1,0,0,39,20231008,장수영,0/0/0/0/0/0/0,2,,,,이론,N,화5,산업정보관(603),보기,,,,,1.0,
일반,,COME3201,2025200946,네트워크프로그래밍,컴퓨터공학과,Y,0428211141,심선,3.0,주,01,N,상대,40,0,0,35,5,0,0,39,20071062,황경호,0/0/0/0/0/0/0,3,Y,,,이론실습,Y,"금1,2,3,4",자동화관(408),보기,,,,,4.0,
일반,,COME3201,2025200947,네트워크프로그래밍,컴퓨터공학과,Y,0428211141,심선,3.0,주,02,N,상대,40,0,0,35,5,0,0,39,20071062,황경호,0/0/0/0/0/0/0,3,,,,이론실습,Y,"금6,7,8,9",자동화관(408),보기,,,,,4.0,
일반,,COME3202,2025200944,데이터베이스프로그래밍,컴퓨터공학과,Y,0428211141,심선,3.0,주,01,N,상대,38,0,0,35,3,0,0,23,19981012,김영찬,0/0/0/0/0/0/0,3,,,,이론실습,Y,"수1,2,3,4",자동화관(408),보기,,,,,4.0,
일반,,COME3202,2025200945,데이터베이스프로그래밍,컴퓨터공학과,Y,0428211141,심선,3.0,주,02,N,상대,38,0,0,35,3,0,0,32,19981012,김영찬,0/0/0/0/0/0/0,3,,,,이론실습,Y,"수6,7,8,9",자동화관(408),보기,,,,,4.0,
일반,,COME320006,2025200950,사물인터넷,컴퓨터공학과,Y,0428211141,심선,3.0,주,01,N,상대,40,0,0,40,0,0,0,39,20251020,우성필,0/0/0/0/0/0/0,3,,,,이론실습,Y,"금1,2,3,4",산업정보관(601),보기,컴퓨터공학과 신임교수 예정,,,,4.0,
일반,,COME320006,2025200951,사물인터넷,컴퓨터공학과,Y,0428211141,심선,3.0,주,02,N,상대,40,0,0,40,0,0,0,33,20251020,우성필,0/0/0/0/0/0/0,3,,,,이론실습,Y,"금6,7,8,9",산업정보관(601),보기,컴퓨터공학과 신임교수 예정,,,,4.0,
일반,,COME2201,2025200942,소프트웨어설계,컴퓨터공학과,Y,0428211141,심선,3.0,주,01,N,절대,38,0,0,35,3,0,0,24,20211001,최창범,0/0/0/0/0/0/0,3,,,,이론실습,Y,"월6,7,8,9",경상학관(303),보기,,,,,4.0,
일반,,COME3204,2025200940,정보보호,컴퓨터공학과,Y,0428211141,심선,3.0,주,01,N,상대,43,0,0,38,2,3,3,43,20231020,이상금,0/0/0/0/0/0/0,3,,,,이론,Y,"목2,3,4",산업정보관(616),보기,,,,,3.0,
일반,,COME3204,2025200941,정보보호,컴퓨터공학과,Y,0428211141,심선,3.0,주,02,N,상대,43,0,0,38,2,3,3,43,20231020,이상금,0/0/0/0/0/0/0,3,,,,이론,Y,"목6,7,8",산업정보관(616),보기,,,,,3.0,
일반,,GUID300002,2025200939,진로설계3(진로설정과 경력개발),컴퓨터공학과,Y,0428211141,특필,1.0,주,01,N,절대,43,0,0,38,2,3,3,43,20231020,이상금,0/0/0/0/0/0/0,3,,,,이론,N,화5,산업정보관(616),보기,,,,,1.0,
일반,,COME4210,2025200948,컴퓨터비젼,컴퓨터공학과,Y,0428211141,심선,3.0,주,01,N,절대,35,0,0,28,2,5,5,29,20201204,장한얼,0/0/0/0/0/0/0,3,,,,이론실습,Y,"화1,2,3,4",산업정보관(601),보기,,,,,4.0,
일반,,COME4210,2025200949,컴퓨터비젼,컴퓨터공학과,Y,0428211141,심선,3.0,주,02,N,절대,35,0,0,28,2,5,5,22,20201204,장한얼,0/0/0/0/0/0/0,3,,,,이론실습,Y,"화6,7,8,9",산업정보관(601),보기,,,,,4.0,
일반,,COME4212,2025201245,강화학습,컴퓨터공학과,Y,0428211141,심선,3.0,주,01,N,절대,30,0,0,0,30,0,0,22,20231008,장수영,0/0/0/0/0/0/0,4,,,,이론실습,Y,"화1,2,3,4",산업정보관(603),보기,,,,,4.0,
일반,,COME4203,2025201241,빅데이터분석,컴퓨터공학과,Y,0428211141,심선,3.0,주,01,N,상대,40,0,0,0,40,0,0,38,20231020,이상금,0/0/0/0/0/0/0,4,,,,이론실습,Y,"금1,2,3,4",산업정보관(603),보기,,,,,4.0,
일반,,COME4215,2025201242,인간과 컴퓨터 상호작용,컴퓨터공학과,Y,0428211141,심선,3.0,주,01,N,절대,30,0,0,5,25,0,0,10,20231007,이정,0/0/0/0/0/0/0,4,,,,이론,Y,"목6,7,8",산업정보관(615),보기,,,,,3.0,
일반,,COME4206,2025201244,임베디드시스템응용,컴퓨터공학과,Y,0428211141,심선,3.0,주,01,N,절대,25,0,0,2,20,3,3,21,20111023,이현빈,0/0/0/0/0/0/0,4,,,,이론실습,Y,"화6,7,8,9",산업정보관(418),보기,,,,,4.0,
일반,,COME4207,2025201243,자연어처리,컴퓨터공학과,Y,0428211141,심선,3.0,주,01,N,절대,30,0,0,0,30,0,0,9,20241007,박천음,0/0/0/0/0/0/0,4,,,,이론실습,Y,"목1,2,3,4",산업정보관(615),보기,,,,,4.0,
일반,,GUID400002,2025201240,진로설계4(취업전략과 실전취업),컴퓨터공학과,Y,0428211141,특필,1.0,주,01,N,절대,35,0,0,0,35,0,0,31,20231007,이정,0/0/0/0/0/0/0,4,,,,이론,N,화5,자동화관(408),보기,,,,,1.0,
일반,,COME4211,2025201255,캡스톤디자인II,컴퓨터공학과,Y,0428211141,심필,3.0,주,01,N,절대,10,0,0,0,10,0,0,9,"19981012,20241007","김영찬,박천음",,4,,,,실습,N,"월3,4,토1,2,3,4","자동화관(407),자동화관(407)",,,,,,6.0,
일반,,COME4211,2025201256,캡스톤디자인II,컴퓨터공학과,Y,0428211141,심필,3.0,주,02,N,절대,10,0,0,0,10,0,0,9,"20071062,20251020","황경호,우성필",0/0/0/0/0/0/0,4,,,,실습,N,"월3,4,토1,2,3,4","산업정보관(615),산업정보관(615)",보기,,,,,6.0,
일반,,COME4211,2025201257,캡스톤디자인II,컴퓨터공학과,Y,0428211141,심필,3.0,주,03,N,절대,10,0,0,0,10,0,0,10,"20201026,20111023","김태훈,이현빈",0/0/0/0/0/0/0,4,,,,실습,N,"월3,4,토1,2,3,4","산업정보관(119),산업정보관(119)",보기,,,,,6.0,
일반,,COME4211,2025201258,캡스톤디자인II,컴퓨터공학과,Y,0428211141,심필,3.0,주,04,N,절대,10,0,0,0,10,0,0,10,"20201204,19981012,20071062","장한얼,김영찬,황경호",0/0/0/0/0/0/0,4,,,,실습,N,"월3,4,토1,2,토3,4","산업정보관(316),산업정보관(316),산업정보관(316)",보기,,,,,6.0,
일반,,COME4211,2025201259,캡스톤디자인II,컴퓨터공학과,Y,0428211141,심필,3.0,주,05,N,절대,10,0,0,0,10,0,0,10,"20211001,20201026,20231007","최창범,김태훈,이정",0/0/0/0/0/0/0,4,,,,실습,N,"월3,4,토1,2,토3,4","산업정보관(420),산업정보관(420),산업정보관(420)",보기,,,,,6.0,
일반,,COME4211,2025201260,캡스톤디자인II,컴퓨터공학과,Y,0428211141,심필,3.0,주,06,N,절대,10,0,0,0,10,0,0,9,"20231007,20201204,20231008","이정,장한얼,장수영",0/0/0/0/0/0/0,4,,,,실습,N,"월3,4,토1,2,토3,4","산업정보관(603),산업정보관(603),산업정보관(520)",보기,,,,,6.0,
일반,,COME4211,2025201261,캡스톤디자인II,컴퓨터공학과,Y,0428211141,심필,3.0,주,07,N,절대,10,0,0,0,10,0,0,10,"20231008,20211001,20231020","장수영,최창범,이상금",0/0/0/0/0/0/0,4,,,,실습,N,"월3,4,토1,2,토3,4","자동화관(408),자동화관(408),자동화관(408)",보기,,,,,6.0,
일반,,COME4211,2025201262,캡스톤디자인II,컴퓨터공학과,Y,0428211141,심필,3.0,주,08,N,절대,10,0,0,0,10,0,0,10,"20231020,20231008,20201204","이상금,장수영,장한얼",0/0/0/0/0/0/0,4,,,,실습,Y,"월3,4,토1,2,토3,4","경상학관(303),경상학관(303),경상학관(303)",보기,,,,,6.0,
일반,,INFO2104,2025200405,고급C프로그래밍,정보통신공학과,Y,1197,전선,3.0,주,01,N,상대,40,36,4,0,0,0,0,38,20235067,에런스노버거,0/0/0/0/0/0/0,1,,,Y,이론실습,N,"화6,7,8,9",산업정보관(420),보기,,,,,4.0,기본전공
일반,,INFO1105,2025200406,기초공학수학,정보통신공학과,Y,1197,전선,3.0,주,01,N,절대,40,36,4,0,0,0,0,40,20001004,이연승,0/0/0/0/0/0/0,1,,,Y,이론,N,"월6,7,8",자동화관(401),보기,,,,,3.0,기본전공
일반,,INFO1103,2025200407,논리회로,정보통신공학과,Y,1197,전선,3.0,주,01,N,상대,40,36,4,0,0,0,0,40,20031005,유광기,0/0/0/0/0/0/0,1,,,Y,이론실습,N,"화1,2,3,4",산업정보관(302),보기,,,,,4.0,기본전공
일반,,INFO1102,2025200408,이산수학,정보통신공학과,Y,1197,전선,3.0,주,01,N,상대,40,36,4,0,0,0,0,37,20251018,노현호,0/0/0/0/0/0/0,1,,,Y,이론,N,"수2,3,4",산업정보관(501),보기,,,,,3.0,기본전공
일반,,GUID100002,2025200410,진로설계1(자기이해와 대학생활),정보통신공학과,Y,1197,특필,1.0,주,01,N,절대,40,36,4,0,0,0,0,32,19951009,김은기,0/0/0/0/0/0/0,1,,,Y,이론,N,수5,자동화관(401),보기,정보통신공학과 학생만 수강가능,,,,1.0,
일반,,INFO3102,2025200411,JAVA프로그래밍,정보통신공학과,Y,1197,전선,3.0,주,01,N,절대,40,3,34,3,0,0,0,25,20001003,이충호,0/0/0/0/0/0/0,2,,,Y,이론실습,N,"수1,2,3,4",산업정보관(420),보기,,,,,4.0,기본전공
일반,,INFO3105,2025200412,데이터통신,정보통신공학과,Y,1197,전선,3.0,주,01,N,상대,50,0,0,0,0,50,50,49,19951009,김은기,0/0/0/0/0/0/0,2,,블,Y,이론,N,"수6,7,8",자동화관(401),보기,,,,,3.0,기본전공
일반,,INFO210022,2025200413,반도체소자공학,정보통신공학과,Y,1197,전선,3.0,주,01,N,절대,40,3,34,3,0,0,0,36,20001004,이연승,0/0/0/0/0/0/0,2,,,Y,이론,N,"화2,3,4",자동화관(401),보기,,,,,3.0,기본전공
일반,,INFO2110,2025200414,신호및시스템,정보통신공학과,Y,1197,전선,3.0,주,01,N,상대,40,3,34,3,0,0,0,39,20251018,노현호,0/0/0/0/0/0/0,2,,,Y,이론,N,"화6,7,8",산업정보관(501),보기,,,,,3.0,기본전공
일반,,INFO2120,2025200415,오픈소스프로그래밍,정보통신공학과,Y,1197,전선,3.0,주,01,N,상대,40,3,34,3,0,0,0,40,20254055,허진우,0/0/0/0/0/0/0,2,,,Y,이론실습,N,"금6,7,8,9",산업정보관(420),보기,,,,,4.0,기본전공
일반,,INFO2114,2025200416,컴퓨터구조,정보통신공학과,Y,1197,전선,3.0,주,01,N,상대,40,3,34,3,0,0,0,38,20031005,유광기,0/0/0/0/0/0/0,2,,,Y,이론,N,"목2,3,4",산업정보관(302),보기,,,,,3.0,기본전공
일반,,INFO2117,2025200417,회로이론,정보통신공학과,Y,1197,전선,3.0,주,01,N,상대,40,3,34,3,0,0,0,40,20255040,이현승,0/0/0/0/0/0/0,2,,,Y,이론,N,"금2,3,4",자동화관(401),보기,,,,,3.0,기본전공
일반,,INFO3210,2025200418,딥러닝응용,정보통신공학과,Y,1197,심선,3.0,주,01,N,상대,35,0,2,31,2,0,0,35,20255023,이주경,0/0/0/0/0/0/0,3,,,Y,이론실습,N,"월1,2,3,4",산업정보관(314),보기,,,,,4.0,
일반,,INFO4209,2025200419,시스템프로그래밍,정보통신공학과,Y,1197,심선,3.0,주,01,N,상대,35,0,2,31,2,0,0,29,20245057,신영숙,0/0/0/0/0/0/0,3,,,Y,이론실습,N,"금1,2,3,4",산업정보관(314),보기,,,,,4.0,
일반,,INFO4209,2025200420,시스템프로그래밍,정보통신공학과,Y,1197,심선,3.0,주,02,N,상대,35,0,2,31,2,0,0,13,20245057,신영숙,0/0/0/0/0/0/0,3,,,Y,이론실습,N,"금6,7,8,9",산업정보관(314),보기,,,,,4.0,
